reference_candles,with_first_touch,first_touch_rate,median_hours_to_first,opposite_within_24h,opposite_within_24h_from_activate,opposite_within_72h,opposite_within_72h_from_activate,opposite_within_120h,opposite_within_120h_from_activate,first_side_up_share,9PM_opposite_within_72h,9PM_first_touch_n,9AM_opposite_within_72h,9AM_first_touch_n,touch_rate_k2,touch_rate_k2.5,touch_rate_k3,touch_rate_k4,touch_rate_k5,null_terminal_1R_rate,null_terminal_2R_rate,null_median_penetration_R,null_reclaim_rate,scenario,rep
1288,1264,0.9813664596273292,10.708333333333332,0.11629746835443038,0.06962025316455696,0.26186708860759494,0.21281645569620253,0.3670886075949367,0.3188291139240506,0.5245253164556962,0.2669826224328594,633,0.25673534072900156,631,0.7418478260869565,0.6983695652173914,0.655667701863354,0.5733695652173914,0.4953416149068323,0.10970350404312669,0.09757412398921833,2.450821627937584,1.0,gbm_high_vol,4
1288,1271,0.9868012422360248,10.466666666666667,0.11487018095987411,0.06058221872541306,0.2903225806451613,0.22895357985837922,0.4012588512981904,0.35877261998426435,0.4972462627852085,0.28188976377952757,635,0.29874213836477986,636,0.7717391304347826,0.7239906832298136,0.6762422360248447,0.5888975155279503,0.5163043478260869,0.10978458344147418,0.09888398650402284,2.534337688191992,1.0,gbm_high_vol,5
1288,1265,0.9821428571428571,10.05,0.12885375494071147,0.06877470355731226,0.29802371541501976,0.24110671936758893,0.3984189723320158,0.35731225296442687,0.48142292490118577,0.30427892234548337,631,0.2917981072555205,634,0.7515527950310559,0.7041925465838509,0.6595496894409938,0.5764751552795031,0.5062111801242236,0.11626666666666667,0.10506666666666667,2.545936623801526,1.0,gbm_high_vol,6
1288,1258,0.9767080745341615,10.558333333333334,0.12798092209856915,0.07313195548489666,0.30127186009538953,0.24483306836248012,0.38950715421303655,0.34340222575516693,0.4769475357710652,0.3033175355450237,633,0.2992,625,0.7593167701863354,0.7096273291925466,0.6626552795031055,0.5834627329192547,0.5038819875776398,0.11284355179704017,0.10068710359408034,2.4296543072444488,1.0,gbm_high_vol,7
1288,1265,0.9821428571428571,10.216666666666667,0.14071146245059288,0.06561264822134387,0.3130434782608696,0.2490118577075099,0.4189723320158103,0.37628458498023715,0.48616600790513836,0.31121642969984203,633,0.314873417721519,632,0.7760093167701864,0.7298136645962733,0.6890527950310559,0.5993788819875776,0.5182453416149069,0.11420469193091003,0.10569734467646301,2.454174320059033,1.0,fat_tails_t4,0
1288,1249,0.96972049689441,10.65,0.12489991993594876,0.06244995996797438,0.27061649319455566,0.2145716573258607,0.3875100080064051,0.3418734987990392,0.5260208166533227,0.2939297124600639,626,0.24719101123595505,623,0.7531055900621118,0.7080745341614907,0.6638198757763976,0.5842391304347826,0.5062111801242236,0.11211477151965994,0.09829968119022317,2.5213742545372755,1.0,fat_tails_t4,1
1288,1263,0.9805900621118012,10.216666666666667,0.13460015835312747,0.07363420427553444,0.2921615201900237,0.23119556611243072,0.4117181314330958,0.36342042755344417,0.46318289786223277,0.27099841521394613,631,0.31329113924050633,632,0.7635869565217391,0.7123447204968945,0.6661490683229814,0.578027950310559,0.5,0.1167806417674908,0.10310362966859547,2.449576116612071,1.0,fat_tails_t4,2
1288,1261,0.9790372670807453,9.55,0.13005551149881048,0.06502775574940524,0.3045202220459952,0.253766851704996,0.40602696272799366,0.36399682791435367,0.5471847739888978,0.31170886075949367,632,0.2972972972972973,629,0.7608695652173914,0.7232142857142857,0.6898291925465838,0.6071428571428571,0.5248447204968945,0.08945854041328799,0.0805650013078734,2.8016903872423544,1.0,fat_tails_t4,3
1288,1259,0.9774844720496895,10.233333333333333,0.12867355043685463,0.07704527402700556,0.2811755361397935,0.23193010325655283,0.39237490071485304,0.3494837172359015,0.49563145353455124,0.28115015974440893,626,0.2812006319115324,633,0.7631987577639752,0.7204968944099379,0.6828416149068323,0.6005434782608695,0.5244565217391305,0.0999476713762428,0.09183673469387756,2.670516377080965,1.0,fat_tails_t4,4
1288,1261,0.9790372670807453,10.766666666666667,0.11816019032513878,0.0626486915146709,0.28628072957969863,0.22521808088818399,0.3774781919111816,0.3338620142743854,0.48136399682791436,0.296998420221169,633,0.2754777070063694,628,0.7449534161490683,0.6968167701863354,0.656832298136646,0.5795807453416149,0.5042701863354038,0.10339256865912763,0.0918147549811524,2.609966499131649,1.0,fat_tails_t4,5
