time,open,high,low,close,MA 1,MA 2
1775646000,4782.57,4802.84,4777.56,4798.29,,
1775649600,4798.29,4807.2,4767.76,4799.4,,
1775653200,4799.4,4806.65,4767.76,4777.22,,
1775656800,4777.22,4791.95,4732.02,4736.26,,
1775660400,4736.26,4763.23,4733.84,4756.45,,
1775664000,4756.45,4765.62,4745.26,4760.45,,
1775667600,4760.45,4764.43,4731.09,4733.66,,
1775671200,4733.66,4744.56,4703.29,4704.99,,
1775674800,4704.99,4731.92,4698.48,4730.56,,
1775678400,4730.56,4732.34,4716.73,4720.49,,
1775685600,4720.49,4733,4704.05,4717.23,,
1775689200,4717.23,4719.81,4704.95,4715.2,,
1775692800,4715.2,4718.84,4698.35,4706.6,,
1775696400,4706.6,4728.29,4699.28,4727.07,,
1775700000,4727.07,4732.97,4717.07,4719.02,,
1775703600,4719.02,4720.24,4704.83,4711.58,,
1775707200,4711.58,4725.47,4709.39,4720.42,,
1775710800,4720.42,4726.7,4705.31,4713.39,,
1775714400,4713.39,4725.06,4703.05,4712.69,,
1775718000,4712.69,4731.48,4705.51,4724.23,,
1775721600,4724.23,4733.63,4719.8,4726.23,,
1775725200,4726.23,4733.37,4722.56,4729.2,,
1775728800,4729.2,4746.75,4723.56,4741.01,,
1775732400,4741.01,4757.76,4738.19,4756.5,,
1775736000,4756.5,4759.59,4734.6,4745.94,,
1775739600,4745.94,4777.19,4738.4,4764.29,,
1775743200,4764.29,4776.22,4746.94,4768.5,,
1775746800,4768.5,4798.1,4761.07,4792.88,,
1775750400,4792.88,4800.99,4784.24,4788.79,,
1775754000,4788.79,4801.35,4786.55,4797.68,,
1775757600,4797.68,4797.97,4767.55,4772.15,,
1775761200,4772.15,4782.68,4766.29,4768.81,,
1775764800,4768.81,4773.35,4760.6,4765.85,,
1775772000,4765.85,4778.16,4758.42,4764.38,,
1775775600,4764.38,4764.43,4756.69,4763.7,,
1775779200,4763.7,4763.94,4750.22,4762.55,,
1775782800,4762.55,4777.13,4757.81,4764.1,,
1775786400,4764.1,4765.43,4737.63,4753.08,,
1775790000,4753.08,4769.39,4752.71,4766.39,,
1775793600,4766.39,4770.8,4757.72,4758.22,,
1775797200,4758.22,4769.26,4756.98,4765.47,,
1775800800,4765.47,4765.52,4742.45,4745.75,,
1775804400,4745.75,4757.6,4740.9,4749.69,,
1775808000,4749.69,4753.34,4730.45,4740.81,,
1775811600,4740.81,4760.78,4740.43,4751.55,,
1775815200,4751.55,4760.63,4742.04,4757.11,,
1775818800,4757.11,4768.74,4753.2,4768.12,,
1775822400,4768.12,4782.47,4759.67,4771.7,,
1775826000,4771.7,4780.3,4764.96,4774.67,,
1775829600,4774.67,4795.17,4767.23,4774.79,,
1775833200,4774.79,4787.28,4755.05,4762.03,,
1775836800,4762.03,4766.19,4746.97,4763.76,,
1775840400,4763.76,4768.81,4758.18,4760.19,,
1775844000,4760.19,4773.18,4750.9,4765.26,,
1775847600,4765.26,4770.58,4758.1,4759.55,,
1775851200,4759.55,4759.84,4740.69,4750.78,,
1776031200,4750.78,4750.78,4643.28,4658.7,,
1776034800,4658.7,4671.88,4643.61,4670.91,,
1776038400,4670.91,4698.25,4664.15,4695.27,,
1776042000,4695.27,4728.21,4693.26,4721.08,,
1776045600,4721.08,4727.86,4710.74,4720.07,,
1776049200,4720.07,4723.89,4711.73,4717.63,,
1776052800,4717.63,4724.84,4708.26,4723.14,,
1776056400,4723.14,4730.87,4715.85,4728.93,,
1776060000,4728.93,4732.63,4720.42,4725.17,,
1776063600,4725.17,4739.98,4724.33,4733.6,,
1776067200,4733.6,4738.6,4720.09,4723.31,,
1776070800,4723.31,4728.7,4710.41,4714.67,,
1776074400,4714.67,4723.86,4708.33,4721.99,,
1776078000,4721.99,4729.22,4702.96,4706.84,,
1776081600,4706.84,4725.1,4703.38,4723.57,,
1776085200,4723.57,4744.2,4720.72,4730.37,,
1776088800,4730.37,4730.66,4708.54,4718.66,,
1776092400,4718.66,4719.78,4699.99,4714.28,,
1776096000,4714.28,4745.94,4709.35,4733.16,,
1776099600,4733.16,4750.05,4725.63,4729.8,,
