time,open,high,low,close,Upper 2.0 R edge,Lower 2.0 R edge,VWAP,MA 1,MA 2
1780998300,4326.96,4333.53,4326.52,4332.08,4379.55,4277.65,4331.286054921697,,
1780999200,4332.08,4335.75,4325.4,4335.25,4379.55,4277.65,4331.30582673988,,
1781000100,4335.25,4336.7,4331.27,4333.79,4379.55,4277.65,4331.343090418281,,
1781001000,4333.79,4335.12,4329.61,4332.64,4379.55,4277.65,4331.354935366433,,
1781001900,4332.64,4340.14,4330.16,4339,4379.55,4277.65,4331.423923589731,,
1781002800,4339,4340.28,4335.61,4337.95,4379.55,4277.65,4331.524102589789,,
1781003700,4337.95,4340.46,4336.04,4338.69,4379.55,4277.65,4331.606019417646,,
1781004600,4338.69,4340.07,4336.83,4338.93,4379.55,4277.65,4331.683544937566,,
1781005500,4338.93,4343.72,4337.38,4339.71,4379.55,4277.65,4331.782973331265,,
1781006400,4339.71,4343.99,4339.64,4341.04,4379.55,4277.65,4331.923899853537,,
1781007300,4341.04,4342.83,4335.3,4335.82,4379.55,4277.65,4332.035863671631,,
1781008200,4335.82,4341.86,4334.82,4340.89,4379.55,4277.65,4332.1752583481675,,
1781009100,4340.89,4344.3,4336.71,4341.34,4379.55,4277.65,4332.325491345301,,
1781010000,4341.34,4345.26,4338.21,4340.92,4379.55,4277.65,4332.585018386296,,
1781010900,4340.92,4342.03,4330.13,4330.87,4379.55,4277.65,4332.631201848931,,
1781011800,4330.87,4334.44,4325.23,4330.29,4379.55,4277.65,4332.502938619071,,
1781012700,4330.29,4363.36,4326.51,4328.51,4379.55,4277.65,4332.9219362313615,,
1781013600,4328.51,4336,4319.71,4321.11,4379.55,4277.65,4332.50532070395,,
1781014500,4321.11,4323.63,4306.09,4318.45,4379.55,4277.65,4331.330679144188,,
1781015400,4318.45,4320.63,4285.18,4285.32,4379.55,4277.65,4329.032945665492,,
1781016300,4285.32,4300.74,4278.58,4300.41,4379.55,4277.65,4326.493192847944,,
1781017200,4300.41,4302,4289.51,4294.77,4379.55,4277.65,4325.131375498264,,
1781018100,4294.77,4296.89,4277.14,4279.14,4379.55,4277.65,4323.280898430276,,
1781019000,4279.14,4281.89,4263.07,4279.79,4379.55,4277.65,4320.235397151809,,
1781019900,4279.79,4285.68,4272.25,4272.25,4379.55,4277.65,4318.264865497921,,
1781020800,4272.25,4281.07,4258.43,4259.92,4379.55,4277.65,4315.293217222633,,
1781021700,4259.92,4266.39,4252.77,4263.38,4379.55,4277.65,4311.988377326428,,
1781022600,4263.38,4267.63,4236.53,4244.7,4379.55,4277.65,4308.1381925854585,,
1781023500,4244.7,4254,4238.9,4251.91,4379.55,4277.65,4304.944905215342,,
1781024400,4251.91,4264.31,4251.22,4261.08,4379.55,4277.65,4302.885549623283,,
1781025300,4261.08,4267.78,4258.45,4262.98,4379.55,4277.65,4301.447143020171,,
1781026200,4262.98,4267.96,4260.94,4264.75,4379.55,4277.65,4300.564681076962,,
1781027100,4264.75,4266.74,4256.02,4262.98,4379.55,4277.65,4299.657253702412,,
1781028000,4262.98,4266.78,4259.51,4265.33,4379.55,4277.65,4298.787991921671,,
1781028900,4265.33,4274.19,4263.03,4270.78,4379.55,4277.65,4298.1685385524,,
1781029800,4270.78,4273.81,4263.58,4264.25,4379.55,4277.65,4297.698872404009,,
1781030700,4264.25,4271.55,4262.14,4269.96,4379.55,4277.65,4297.371899781725,,
1781031600,4269.96,4271.6,4258.04,4258.68,4379.55,4277.65,4297.007141194006,,
1781032500,4258.68,4258.75,4252.78,4257.36,4379.55,4277.65,4296.441918051557,,
1781033400,4257.36,4260.15,4250.27,4250.93,4379.55,4277.65,4295.657143592119,,
1781034300,4250.93,4259.68,4249.81,4258.71,4379.55,4277.65,4294.8836640919935,,
1781035200,4258.71,4260.97,4255.57,4258.37,4379.55,4277.65,4294.684813442378,,
1781036100,4258.37,4260.4,4257.88,4259.13,4379.55,4277.65,4294.596886575962,,
1781037000,4259.13,4261.93,4257.61,4261.25,4379.55,4277.65,4294.536145368013,,
1781037900,4261.25,4261.91,4259.21,4260.32,4379.55,4277.65,4294.482230679335,,
1781042400,4260.32,4260.32,4250.26,4254.98,4379.55,4277.65,4255.1866666666665,,
1781043300,4254.98,4256.33,4252.62,4256.28,4379.55,4277.65,4255.134655312247,,
1781044200,4256.28,4257.3,4247.34,4248.99,4379.55,4277.65,4253.2696297084485,,
1781045100,4248.99,4249.5,4232.33,4237.29,4379.55,4277.65,4247.710228557076,,
1781046000,4237.29,4247.2,4235.25,4235.8,4379.55,4277.65,4245.799967781429,,
1781046900,4235.8,4236.48,4222.78,4224.11,4379.55,4277.65,4241.574946857044,,
1781047800,4224.11,4229.59,4216.46,4218.24,4379.55,4277.65,4238.005313286259,,
1781048700,4218.24,4224.47,4210.19,4221.66,4379.55,4277.65,4233.196440339238,,
1781049600,4221.66,4226.21,4216.38,4224.76,4379.55,4277.65,4230.738302153995,,
1781050500,4224.76,4228.11,4217.55,4217.55,4379.55,4277.65,4229.331684568044,,
1781051400,4217.55,4218.56,4199.17,4204.32,4379.55,4277.65,4225.879386963787,,
1781052300,4204.32,4220.65,4199.69,4217.75,4379.55,4277.65,4224.109200179549,,
1781053200,4217.75,4218.26,4187.18,4203.35,4379.55,4277.65,4220.579419595119,,
1781054100,4203.35,4216.27,4197.07,4201.89,4379.55,4277.65,4218.950058034927,,
1781055000,4201.89,4206.81,4184.59,4187.28,4379.55,4277.65,4216.277432733815,,
1781055900,4187.28,4195.47,4183.42,4188.64,4379.55,4277.65,4214.087974693993,,
1781056800,4188.64,4191.63,4179.56,4182.75,4379.55,4277.65,4212.422486004094,,
1781057700,4182.75,4188.31,4178.04,4187.86,4379.55,4277.65,4211.085705367129,,
1781058600,4187.86,4192.42,4174.11,4184.24,4379.55,4277.65,4209.285746234073,,
1781059500,4184.24,4190.44,4173.26,4173.98,,,4207.594892866267,,
1781060400,4173.98,4180.52,4173.09,4178.07,,,4206.2825480738065,,
1781061300,4178.07,4180.98,4173.82,4177.12,,,4205.318475457735,,
1781062200,4177.12,4182.92,4176.32,4179.82,,,4204.514996917375,,
1781063100,4179.82,4186.45,4179.59,4184.76,,,4203.955274814784,,
1781064000,4184.76,4187.09,4180.69,4181.18,4287.9400000000005,4113.74,4203.477177961141,,
1781064900,4181.18,4182.92,4173.71,4174.54,4287.9400000000005,4113.74,4202.808575606645,,
1781065800,4174.54,4175.5,4173.03,4173.49,4287.9400000000005,4113.74,4202.1152336186615,,
1781066700,4173.49,4175.68,4172.42,4174.69,4287.9400000000005,4113.74,4201.652434942494,,
1781067600,4174.69,4180.41,4173.39,4179.67,4287.9400000000005,4113.74,4201.06698562785,,
1781068500,4179.67,4187.21,4175.54,4187.13,4287.9400000000005,4113.74,4200.6435515007515,,
1781069400,4187.13,4198.95,4181.61,4198.11,4287.9400000000005,4113.74,4200.247984284118,,
1781070300,4198.11,4208.95,4197.48,4205.13,4287.9400000000005,4113.74,4200.380094286955,,
1781071200,4205.13,4221.93,4205.13,4212.98,4287.9400000000005,4113.74,4200.848482094031,,
1781072100,4212.98,4216.65,4208.12,4211.5,4287.9400000000005,4113.74,4201.146611258252,,
1781073000,4211.5,4213.45,4204.92,4207.62,4287.9400000000005,4113.74,4201.341039134104,,
1781073900,4207.62,4209.82,4201.83,4203.9,4287.9400000000005,4113.74,4201.4398078024615,,
1781074800,4203.9,4207.75,4197.17,4200.16,4287.9400000000005,4113.74,4201.446913092759,,
1781075700,4200.16,4203.54,4193.59,4194.81,4287.9400000000005,4113.74,4201.36128135605,,
1781076600,4194.81,4196.91,4187.94,4189.62,4287.9400000000005,4113.74,4201.124004536586,,
1781077500,4189.62,4192.92,4181.44,4185.98,4287.9400000000005,4113.74,4200.793527124575,,
1781078400,4185.98,4187.34,4161.27,4166.5,4287.9400000000005,4113.74,4199.614826920715,,
1781079300,4166.5,4178.54,4166.17,4172.2,4287.9400000000005,4113.74,4198.868673073275,,
1781080200,4172.2,4179.24,4166.37,4170.48,4287.9400000000005,4113.74,4198.244453043078,,
1781081100,4170.48,4176.34,4166.23,4168.76,4287.9400000000005,4113.74,4197.55348910809,,
1781082000,4168.76,4174.01,4164.78,4165.16,4287.9400000000005,4113.74,4196.924765870027,,
1781082900,4165.16,4174.83,4164.26,4166.3,4287.9400000000005,4113.74,4196.336962977601,,
1781083800,4166.3,4179.29,4165.83,4171.51,4287.9400000000005,4113.74,4195.806500386542,,
1781084700,4171.51,4174.79,4163.08,4168.69,4287.9400000000005,4113.74,4195.33072158199,,
1781085600,4168.69,4170.97,4155.52,4160.96,4287.9400000000005,4113.74,4194.749123346033,,
1781086500,4160.96,4169.92,4159.56,4165.2,4287.9400000000005,4113.74,4194.30081748148,,
1781087400,4165.2,4171.36,4164.12,4171.35,4287.9400000000005,4113.74,4193.8778400012025,,
1781088300,4171.35,4178.68,4169.7,4174.67,4287.9400000000005,4113.74,4193.551743103297,,
1781089200,4174.67,4176.06,4153.61,4168.44,4287.9400000000005,4113.74,4192.550408756358,,
1781090100,4168.44,4171.6,4156.68,4166.43,4287.9400000000005,4113.74,4191.740143045103,,
1781091000,4166.43,4167.88,4154.36,4154.46,4287.9400000000005,4113.74,4190.918291111606,,
1781091900,4154.46,4163.37,4145.78,4147.65,4287.9400000000005,4113.74,4190.017714545621,,
1781092800,4147.65,4152.47,4134.62,4136.26,4287.9400000000005,4113.74,4188.760952449288,,
1781093700,4136.26,4142.91,4130.25,4140.79,4287.9400000000005,4113.74,4187.621903375704,,
1781094600,4140.79,4173.25,4139.9,4160.04,4287.9400000000005,4113.74,4186.107052943326,,
1781095500,4160.04,4169.53,4142.19,4146.9,4287.9400000000005,4113.74,4185.0201509357275,,
1781096400,4146.9,4158.02,4144.87,4151.35,4287.9400000000005,4113.74,4183.979928630818,,
1781097300,4151.35,4151.35,4132.92,4149.78,4287.9400000000005,4113.74,4182.916107477372,,
1781098200,4149.78,4178.88,4141.93,4178.88,4287.9400000000005,4113.74,4182.092726444553,,
1781099100,4178.88,4186.08,4173.68,4179.59,4287.9400000000005,4113.74,4181.993596221077,,
1781100000,4179.59,4180.6,4170.32,4174.23,4287.9400000000005,4113.74,4181.728468255636,,
1781100900,4174.23,4175.34,4159.55,4161.19,4287.9400000000005,4113.74,4181.195811765099,,
1781101800,4161.19,4163.35,4149.92,4149.97,4287.9400000000005,4113.74,4180.4189997303265,,
1781102700,4149.97,4151.8,4118.27,4124.82,4287.9400000000005,4113.74,4178.73575335491,,
1781103600,4124.82,4136.36,4119.17,4123.49,4287.9400000000005,4113.74,4176.971120063553,,
1781104500,4123.49,4136.7,4113.28,4127.65,4287.9400000000005,4113.74,4175.532293451323,,
1781105400,4127.65,4131.21,4122.04,4128.55,4287.9400000000005,4113.74,4174.28310807669,,
1781106300,4128.55,4130.99,4106.56,4128.8,4287.9400000000005,4113.74,4172.473612328313,,
1781107200,4128.8,4132.81,4123.04,4129.15,4287.9400000000005,4113.74,4171.382656732485,,
1781108100,4129.15,4134.58,4126.08,4127.43,4287.9400000000005,4113.74,4170.645819901669,,
1781109000,4127.43,4131.97,4120.4,4122.21,4287.9400000000005,4113.74,4169.841329219038,,
1781109900,4122.21,4123.16,4115.98,4121.72,4287.9400000000005,4113.74,4169.092020928127,,
1781110800,4121.72,4134.77,4114.89,4117.96,4287.9400000000005,4113.74,4168.366731790116,,
1781111700,4117.96,4120.21,4109.17,4110.96,4287.9400000000005,4113.74,4167.525877633393,,
1781112600,4110.96,4112.32,4101.77,4102.21,4287.9400000000005,4113.74,4166.707713438022,,
1781113500,4102.21,4113.32,4100.81,4111.62,4287.9400000000005,4113.74,4165.725258397709,,
1781114400,4111.62,4120.29,4111.45,4115.92,4287.9400000000005,4113.74,4165.039877709527,,
1781115300,4115.92,4118.04,4109.51,4112.41,4287.9400000000005,4113.74,4164.339023670488,,
1781116200,4112.41,4112.41,4104.67,4104.88,4287.9400000000005,4113.74,4163.6335049543895,,
1781117100,4104.88,4107.76,4096.93,4101.55,4287.9400000000005,4113.74,4162.959530984481,,
1781118000,4101.55,4102.13,4087.31,4088.89,4287.9400000000005,4113.74,4162.238572399285,,
1781118900,4088.89,4091.92,4081.61,4084.72,4287.9400000000005,4113.74,4161.372595205871,,
1781119800,4084.72,4091.8,4082.22,4091.45,4287.9400000000005,4113.74,4160.3417191208155,,
1781120700,4091.45,4092.41,4081.62,4082.96,4287.9400000000005,4113.74,4159.2787951971895,,
1781121600,4082.96,4083.05,4069.77,4072.14,4287.9400000000005,4113.74,4158.673849379247,,
1781122500,4072.14,4080.05,4071.19,4078.45,4287.9400000000005,4113.74,4158.380258461825,,
1781123400,4078.45,4078.45,4071.32,4072.66,4287.9400000000005,4113.74,4158.151959021697,,
1781124300,4072.66,4072.66,4067.03,4071.31,4287.9400000000005,4113.74,4157.868590693054,,
1781128800,4071.31,4071.77,4050.15,4056.06,4287.9400000000005,4113.74,4059.3266666666664,,
1781129700,4056.06,4056.95,4036.11,4044.61,4287.9400000000005,4113.74,4051.5846803468517,,
1781130600,4044.61,4068.9,4044.25,4062.58,4287.9400000000005,4113.74,4053.832426202549,,
1781131500,4062.58,4066.74,4045.3,4046.09,4287.9400000000005,4113.74,4053.5440472505093,,
1781132400,4046.09,4053.57,4023.64,4029.98,4287.9400000000005,4113.74,4049.8951506121653,,
1781133300,4029.98,4064.43,4024.8,4061.19,4287.9400000000005,4113.74,4049.9633147131,,
1781134200,4061.19,4063.97,4054.62,4055.82,4287.9400000000005,4113.74,4050.8992631455494,,
1781135100,4055.82,4057.12,4044.3,4046.82,4287.9400000000005,4113.74,4050.707255562764,,
1781136000,4046.82,4059.11,4035.7,4051.79,4287.9400000000005,4113.74,4050.2671932037897,,
1781136900,4051.79,4072.18,4049.34,4067.26,4287.9400000000005,4113.74,4052.721361714358,,
1781137800,4067.26,4076.35,4059.01,4062.97,4287.9400000000005,4113.74,4054.255937897621,,
1781138700,4062.97,4077.77,4062.82,4075.63,4287.9400000000005,4113.74,4055.769510919051,,
1781139600,4075.63,4089.51,4065.94,4086.93,4287.9400000000005,4113.74,4059.4205271612536,,
1781140500,4086.93,4108.7,4085.74,4104.61,4287.9400000000005,4113.74,4063.2321495837327,,
1781141400,4104.61,4118.13,4103.97,4113.68,4287.9400000000005,4113.74,4066.3161061848355,,
1781142300,4113.68,4117.01,4097.8,4101.58,4287.9400000000005,4113.74,4068.2809625291748,,
1781143200,4101.58,4102.45,4088.65,4089.23,4287.9400000000005,4113.74,4069.5661860231703,,
1781144100,4089.23,4095.91,4081.18,4082.28,4287.9400000000005,4113.74,4070.287328395088,,
1781145000,4082.28,4084.94,4054.99,4059.39,4287.9400000000005,4113.74,4070.0396189433877,,
1781145900,4059.39,4073.57,4051.92,4067.78,,,4069.7795880609924,,
1781146800,4067.78,4078.5,4064.32,4065.27,,,4069.7623015629874,,
1781147700,4065.27,4071.32,4056.68,4063.03,,,4069.5172748056584,,
1781148600,4063.03,4071.78,4062.11,4067.43,,,4069.4490051779926,,
1781149500,4067.43,4075.57,4064.58,4072.74,,,4069.4783632080553,,
1781150400,4072.74,4083.13,4069.85,4082.82,4222.51,3961.56,4069.6936974210475,,
1781151300,4082.82,4085.38,4076.25,4077.61,4222.51,3961.56,4069.8907504541053,,
1781152200,4077.61,4083.76,4074.69,4082,4222.51,3961.56,4070.086326576747,,
1781153100,4082,4085.91,4079.67,4082.65,4222.51,3961.56,4070.307524281058,,
1781154000,4082.65,4083.24,4075.04,4077.23,4222.51,3961.56,4070.482772915624,,
1781154900,4077.23,4081.13,4072.56,4074.73,4222.51,3961.56,4070.6151668114003,,
1781155800,4074.73,4099.53,4074.25,4099.4,4222.51,3961.56,4071.3767946886237,,
1781156700,4099.4,4106.29,4093.37,4094.05,4222.51,3961.56,4072.1284800344674,,
1781157600,4094.05,4094.76,4075.92,4084.17,4222.51,3961.56,4072.5459217460143,,
1781158500,4084.17,4092.88,4081.65,4086.55,4222.51,3961.56,4072.846620547884,,
1781159400,4086.55,4092.86,4082.97,4092.77,4222.51,3961.56,4073.1503128310956,,
1781160300,4092.77,4097.53,4091.02,4094.34,4222.51,3961.56,4073.5027776658694,,
1781161200,4094.34,4098.33,4091.56,4096.65,4222.51,3961.56,4073.994370855475,,
1781162100,4096.65,4110.3,4096.3,4107.64,4222.51,3961.56,4074.5953128618735,,
1781163000,4107.64,4110.45,4101.39,4107.51,4222.51,3961.56,4075.081597348852,,
1781163900,4107.51,4108.06,4098.92,4104.86,4222.51,3961.56,4075.4283678863917,,
1781164800,4104.86,4112.67,4103.89,4106.17,4222.51,3961.56,4075.9761639124918,,
1781165700,4106.17,4108.38,4097.12,4097.12,4222.51,3961.56,4076.3508524140975,,
1781166600,4097.12,4099.57,4090.22,4090.55,4222.51,3961.56,4076.6890578821726,,
1781167500,4090.55,4092.07,4084.47,4084.48,4222.51,3961.56,4076.932905992174,,
1781168400,4084.48,4087.49,4080.68,4086.14,4222.51,3961.56,4077.0357182697867,,
1781169300,4086.14,4088.91,4078.74,4079.51,4222.51,3961.56,4077.0972584364226,,
1781170200,4079.51,4091.85,4077.42,4091.62,4222.51,3961.56,4077.2064555302754,,
1781171100,4091.62,4096.4,4089.75,4091.64,4222.51,3961.56,4077.356027195789,,
1781172000,4091.64,4094.26,4087.98,4092.11,4222.51,3961.56,4077.5042021180466,,
1781172900,4092.11,4094.58,4086.73,4087.66,4222.51,3961.56,4077.62614003816,,
1781173800,4087.66,4093.05,4086.46,4090.44,4222.51,3961.56,4077.736823386554,,
1781174700,4090.44,4092.96,4087.55,4089.93,4222.51,3961.56,4077.82784666087,,
1781175600,4089.93,4093.31,4086.15,4086.18,4222.51,3961.56,4077.9628782213326,,
1781176500,4086.18,4091.23,4083.46,4090.31,4222.51,3961.56,4078.09631467045,,
1781177400,4090.31,4095.92,4081.69,4084.72,4222.51,3961.56,4078.2584644385124,,
1781178300,4084.72,4087.53,4079.71,4080.21,4222.51,3961.56,4078.2994683763413,,
1781179200,4080.21,4087.04,4072.57,4076.28,4222.51,3961.56,4078.3033286953414,,
1781180100,4076.28,4081.96,4061.1,4068.79,4222.51,3961.56,4078.0430544835654,,
1781181000,4068.79,4077.33,4057.14,4073.08,4222.51,3961.56,4077.742888221769,,
1781181900,4073.08,4085.15,4069.42,4081.76,4222.51,3961.56,4077.7691147673454,,
1781182800,4081.76,4086.11,4071.92,4073.06,4222.51,3961.56,4077.7485253814198,,
1781183700,4073.06,4081.75,4072.22,4075.31,4222.51,3961.56,4077.718771744573,,
1781184600,4075.31,4082.68,4066.96,4076.35,4222.51,3961.56,4077.604373850126,,
1781185500,4076.35,4092.64,4073.42,4083.26,4222.51,3961.56,4077.8575918551114,,
1781186400,4083.26,4085.41,4052.91,4061.02,4222.51,3961.56,4077.3948533217317,,
1781187300,4061.02,4084.85,4056.05,4074.69,4222.51,3961.56,4077.1907826153765,,
1781188200,4074.69,4083.45,4070.51,4076.13,4222.51,3961.56,4077.1754280134587,,
1781189100,4076.13,4081,4072.19,4073.35,4222.51,3961.56,4077.131704864245,,
1781190000,4073.35,4088.11,4070.23,4080.49,4222.51,3961.56,4077.20836996675,,
1781190900,4080.49,4089.18,4074.59,4081.43,4222.51,3961.56,4077.2943902339994,,
1781191800,4081.43,4090.33,4077.41,4088.38,4222.51,3961.56,4077.4473195702312,,
1781192700,4088.38,4095.49,4085.64,4088.76,4222.51,3961.56,4077.6540741966264,,
1781193600,4088.76,4103.2,4086.75,4102.5,4222.51,3961.56,4077.9958935543405,,
1781194500,4102.5,4107.59,4079.48,4079.67,4222.51,3961.56,4078.1856841792473,,
1781195400,4079.67,4087.93,4078.51,4081.88,4222.51,3961.56,4078.251880418164,,
1781196300,4081.88,4084.27,4077.99,4080.26,4222.51,3961.56,4078.285115329168,,
1781197200,4080.26,4080.85,4071.87,4075.98,4222.51,3961.56,4078.2541598518624,,
1781198100,4075.98,4102.22,4074.23,4101.19,4222.51,3961.56,4078.5058630156477,,
1781199000,4101.19,4169.94,4101.19,4166.44,4222.51,3961.56,4081.6085604259074,,
1781199900,4166.44,4166.75,4146.68,4151.85,4222.51,3961.56,4083.8755090381637,,
1781200800,4151.85,4155.67,4131.15,4146.83,4222.51,3961.56,4085.964658745876,,
1781201700,4146.83,4162.97,4145.18,4152.89,4222.51,3961.56,4087.675812025969,,
1781202600,4152.89,4165.01,4148.94,4164.6,4222.51,3961.56,4088.8524031779434,,
1781203500,4164.6,4171.51,4160.26,4161.82,4222.51,3961.56,4089.6309924402876,,
1781204400,4161.82,4189.27,4161.82,4188.18,4222.51,3961.56,4091.221097341385,,
1781205300,4188.18,4198.29,4186.08,4195.59,4222.51,3961.56,4092.932662432687,,
1781206200,4195.59,4220.13,4195.56,4210.24,4222.51,3961.56,4095.121689730194,,
1781207100,4210.24,4215.41,4207.26,4208.51,4222.51,3961.56,4096.656201667708,,
1781208000,4208.51,4218.57,4208.21,4213.7,4222.51,3961.56,4097.327761933328,,
1781208900,4213.7,4216.39,4212.16,4214.12,4222.51,3961.56,4097.725877528403,,
1781209800,4214.12,4216.54,4209.59,4209.69,4222.51,3961.56,4098.118420500868,,
1781210700,4209.69,4213.06,4209.19,4212.28,4222.51,3961.56,4098.354884633301,,
1781215200,4212.28,4218.16,4204.91,4209.23,4222.51,3961.56,4210.766666666666,,
1781216100,4209.23,4215.78,4205.04,4214.84,4222.51,3961.56,4211.371873310158,,
1781217000,4214.84,4228.14,4211.09,4225.54,4222.51,3961.56,4215.668072639767,,
1781217900,4225.54,4246.49,4224.76,4243.22,4222.51,3961.56,4223.852947485821,,
1781218800,4243.22,4245.93,4220.33,4223.27,4222.51,3961.56,4225.405554149196,,
1781219700,4223.27,4226.36,4213.74,4216.24,4222.51,3961.56,4224.22963540537,,
1781220600,4216.24,4223.5,4214.1,4219.09,4222.51,3961.56,4223.374491814026,,
1781221500,4219.09,4224.66,4214.88,4219.48,4222.51,3961.56,4222.821032018916,,
1781222400,4219.48,4225.63,4212.19,4216.49,4222.51,3961.56,4221.819861516124,,
1781223300,4216.49,4230.44,4206.93,4220.03,4222.51,3961.56,4221.3866737962435,,
1781224200,4220.03,4228.76,4202.19,4203.82,4222.51,3961.56,4220.166412227418,,
1781225100,4203.82,4208.53,4200.12,4208.39,4222.51,3961.56,4218.474913194169,,
1781226000,4208.39,4211.04,4182.56,4187,4222.51,3961.56,4214.342518078387,,
1781226900,4187,4193.7,4178.77,4180.84,4222.51,3961.56,4211.597884787579,,
1781227800,4180.84,4186.79,4171.27,4179.36,4222.51,3961.56,4208.557945727587,,
1781228700,4179.36,4191.39,4179.2,4186.74,4222.51,3961.56,4207.00007103186,,
1781229600,4186.74,4199.99,4183.67,4193.9,4222.51,3961.56,4206.099758940611,,
1781230500,4193.9,4194.45,4186.58,4188.36,4222.51,3961.56,4205.477619454288,,
1781231400,4188.36,4193.36,4182.43,4186.18,4222.51,3961.56,4204.518923374399,,
1781232300,4186.18,4193.71,4183.62,4191.4,,,4203.888327726264,,
1781233200,4191.4,4196.04,4189.38,4193.72,,,4203.464429798194,,
1781234100,4193.72,4203.75,4192.97,4203.6,,,4203.316953649358,,
1781235000,4203.6,4204.93,4198.62,4199.14,,,4203.236366769572,,
1781235900,4199.14,4201.42,4195.5,4197.15,,,4203.098311876412,,
1781236800,4197.15,4201.05,4191.85,4194.24,4290.579999999999,4091.7300000000014,4202.939355134563,,
1781237700,4194.24,4195.56,4190.32,4192.67,4290.579999999999,4091.7300000000014,4202.761076986288,,
1781238600,4192.67,4198.34,4191.53,4193.42,4290.579999999999,4091.7300000000014,4202.601163161905,,
1781239500,4193.42,4194.23,4189.57,4190.01,4290.579999999999,4091.7300000000014,4202.407687307409,,
1781240400,4190.01,4193,4181.9,4188.76,4290.579999999999,4091.7300000000014,4202.022507749709,,
1781241300,4188.76,4189.55,4184.68,4187.06,4290.579999999999,4091.7300000000014,4201.654738547878,,
1781242200,4187.06,4187.73,4172.44,4180.41,4290.579999999999,4091.7300000000014,4200.34774920975,,
1781243100,4180.41,4180.89,4170.51,4172.91,4290.579999999999,4091.7300000000014,4199.181051958103,,
1781244000,4172.91,4185.5,4172.86,4182.89,4290.579999999999,4091.7300000000014,4198.471145226344,,
1781244900,4182.89,4183.3,4178.94,4181.98,4290.579999999999,4091.7300000000014,4198.029787841481,,
1781245800,4181.98,4182.53,4172.26,4176.42,4290.579999999999,4091.7300000000014,4197.419996444083,,
1781246700,4176.42,4184.98,4174.09,4184.09,4290.579999999999,4091.7300000000014,4197.004591202059,,
1781247600,4184.09,4185.12,4175.93,4178.24,4290.579999999999,4091.7300000000014,4196.538758923682,,
1781248500,4178.24,4179.99,4173.68,4174.07,4290.579999999999,4091.7300000000014,4196.130945076178,,
1781249400,4174.07,4184.59,4170.13,4182.87,4290.579999999999,4091.7300000000014,4195.7335197435195,,
1781250300,4182.87,4194.59,4173.68,4194.54,4290.579999999999,4091.7300000000014,4195.473080687394,,
1781251200,4194.54,4204.78,4191.77,4203.81,4290.579999999999,4091.7300000000014,4195.669706016375,,
1781252100,4203.81,4220.59,4199.32,4213.3,4290.579999999999,4091.7300000000014,4196.424901897059,,
1781253000,4213.3,4222.57,4211.62,4218.32,4290.579999999999,4091.7300000000014,4197.066113591897,,
1781253900,4218.32,4225.95,4214.45,4219.48,4290.579999999999,4091.7300000000014,4197.578373144076,,
1781254800,4219.48,4225.38,4217.35,4224.05,4290.579999999999,4091.7300000000014,4198.083875850108,,
1781255700,4224.05,4226.84,4219.07,4220.88,4290.579999999999,4091.7300000000014,4198.658039066893,,
1781256600,4220.88,4227.86,4219.2,4225.24,4290.579999999999,4091.7300000000014,4199.146232089454,,
1781257500,4225.24,4227.96,4221.32,4221.73,4290.579999999999,4091.7300000000014,4199.537106602242,,
1781258400,4221.73,4225.46,4218.64,4221.36,4290.579999999999,4091.7300000000014,4199.866705281086,,
1781259300,4221.36,4222.29,4202.7,4206.83,4290.579999999999,4091.7300000000014,4200.1270432084875,,
1781260200,4206.83,4218.57,4206.47,4215.35,4290.579999999999,4091.7300000000014,4200.369818558979,,
1781261100,4215.35,4218.68,4209.29,4210.88,4290.579999999999,4091.7300000000014,4200.537193938287,,
1781262000,4210.88,4212.04,4204.97,4207.43,4290.579999999999,4091.7300000000014,4200.647809270107,,
1781262900,4207.43,4210.23,4202.16,4202.61,4290.579999999999,4091.7300000000014,4200.703131954465,,
1781263800,4202.61,4210.61,4197.45,4209.68,4290.579999999999,4091.7300000000014,4200.778203210498,,
1781264700,4209.68,4215.05,4206.4,4206.8,4290.579999999999,4091.7300000000014,4200.881228541517,,
1781265600,4206.8,4214.29,4202.62,4214.27,4290.579999999999,4091.7300000000014,4201.054938329148,,
1781266500,4214.27,4215.32,4200.25,4201.12,4290.579999999999,4091.7300000000014,4201.129093814763,,
1781267400,4201.12,4201.82,4191.18,4196.78,4290.579999999999,4091.7300000000014,4201.040127255838,,
1781268300,4196.78,4200.61,4188.5,4191.81,4290.579999999999,4091.7300000000014,4200.898765109182,,
1781269200,4191.81,4201.02,4186.54,4198.33,4290.579999999999,4091.7300000000014,4200.76059396216,,
1781270100,4198.33,4206.71,4197.02,4202.82,4290.579999999999,4091.7300000000014,4200.784106207908,,
1781271000,4202.82,4210.24,4182.35,4190.78,4290.579999999999,4091.7300000000014,4200.4004130851645,,
1781271900,4190.78,4193.97,4183.16,4185.94,4290.579999999999,4091.7300000000014,4199.726993276894,,
1781272800,4185.94,4198.38,4184.78,4193.09,4290.579999999999,4091.7300000000014,4199.429245837853,,
1781273700,4193.09,4199.41,4182.6,4188.48,4290.579999999999,4091.7300000000014,4199.123445579508,,
1781274600,4188.48,4193.11,4180.93,4184.49,4290.579999999999,4091.7300000000014,4198.719826684671,,
