time,open,high,low,close,MA 1,MA 2
1781852400,30251.730000000003,30329.600000000002,30248.050000000003,30326.600000000002,,
1781856000,30326.600000000002,30357.100000000002,30304.550000000003,30346.350000000002,,
1781859600,30346.350000000002,30363.480000000003,30307.980000000003,30322.980000000003,,
1781863200,30322.980000000003,30330.100000000002,30236.230000000003,30270.980000000003,,
1781866800,30270.980000000003,30297.980000000003,30233.300000000003,30287.980000000003,,
1781870400,30287.980000000003,30366.600000000002,30223.050000000003,30349.850000000002,,
1781874000,30349.850000000002,30392,30323.730000000003,30379.13,,
1781877600,30379.13,30395.38,30345.88,30387.75,,
1781881200,30387.75,30402,30350.88,30381.5,,
1781884800,30381.5,30399.38,30337.800000000003,30342.800000000003,,
1782079200,30342.800000000003,30342.800000000003,30171.31,30230.36,,
1782082800,30230.36,30231.74,30045.11,30061.74,,
1782086400,30061.74,30331.49,30055.11,30324.61,,
1782090000,30324.61,30366.36,30311.36,30314.86,,
1782093600,30314.86,30333.86,30284.99,30292.24,,
1782097200,30292.24,30323.61,30253.11,30263.36,,
1782100800,30263.36,30299.24,30231.86,30290.61,,
1782104400,30290.61,30372.11,30279.11,30348.36,,
1782108000,30348.36,30449.99,30345.11,30444.11,,
1782111600,30444.11,30489.24,30441.11,30466.24,,
1782115200,30466.24,30472.86,30394.49,30437.86,,
1782118800,30437.86,30464.99,30406.24,30407.11,,
1782122400,30407.11,30473.61,30406.36,30427.49,,
1782126000,30427.49,30536.24,30418.81,30463.99,,
1782129600,30463.99,30552.24,30459.74,30508.24,,
1782133200,30508.24,30645.140000000003,30465.260000000002,30644.760000000002,,
1782136800,30644.760000000002,30675.890000000003,30253.390000000003,30347.260000000002,,
1782140400,30371.010000000002,30387.510000000002,30249.140000000003,30264.510000000002,,
1782144000,30264.510000000002,30323.140000000003,30211.140000000003,30297.260000000002,,
1782147600,30297.260000000002,30357.890000000003,30240.390000000003,30322.890000000003,,
1782151200,30322.890000000003,30370.890000000003,30258.760000000002,30266.390000000003,,
1782154800,30266.390000000003,30380.890000000003,30242.140000000003,30361.760000000002,,
1782158400,30361.760000000002,30385.36,30346.86,30370.68,,
1782165600,30370.68,30416.61,30284.06,30299.86,,
1782169200,30299.86,30306.24,30258.31,30292.74,,
1782172800,30292.74,30352.86,30178.31,30318.74,,
1782176400,30318.74,30333.74,30124.24,30177.61,,
1782180000,30177.61,30191.36,30107.06,30122.49,,
1782183600,30122.49,30130.36,30018.86,30117.61,,
1782187200,30117.61,30132.49,29948.74,29959.36,,
1782190800,29959.36,29985.99,29810.24,29825.86,,
1782194400,29825.86,29851.11,29667.99,29686.61,,
1782198000,29686.61,29771.36,29606.61,29625.36,,
1782201600,29625.36,29636.36,29494.11,29545.86,,
1782205200,29545.86,29650.99,29541.49,29604.11,,
1782208800,29604.11,29634.11,29469.99,29534.74,,
1782212400,29534.74,29601.49,29505.36,29590.36,,
1782216000,29590.36,29618.24,29424.81,29452.24,,
1782219600,29452.24,29652.140000000003,29334.640000000003,29644.640000000003,,
1782223200,29644.640000000003,29764.890000000003,29531.010000000002,29572.510000000002,,
1782226800,29572.510000000002,29603.890000000003,29413.640000000003,29515.760000000002,,
1782230400,29515.760000000002,29633.510000000002,29508.260000000002,29581.510000000002,,
1782234000,29581.510000000002,29614.140000000003,29450.010000000002,29450.510000000002,,
1782237600,29450.510000000002,29500.640000000003,29295.260000000002,29347.140000000003,,
1782241200,29347.140000000003,29471.010000000002,29330.390000000003,29362.890000000003,,
1782244800,29362.890000000003,29474.61,29350.49,29468.56,,
1782252000,29468.56,29530.31,29359.56,29406.31,,
1782255600,29406.31,29491.56,29313.010000000002,29475.06,,
1782259200,29475.06,29618.56,29463.690000000002,29573.06,,
1782262800,29573.06,29579.690000000002,29488.760000000002,29553.440000000002,,
1782266400,29553.440000000002,29565.440000000002,29363.190000000002,29364.940000000002,,
1782270000,29364.940000000002,29506.190000000002,29343.06,29472.940000000002,,
1782273600,29472.940000000002,29517.940000000002,29381.56,29512.190000000002,,
1782277200,29512.190000000002,29611.190000000002,29506.690000000002,29547.06,,
1782280800,29547.06,29592.440000000002,29524.010000000002,29549.81,,
1782284400,29549.81,29568.31,29490.56,29497.56,,
1782288000,29497.56,29593.940000000002,29490.440000000002,29546.31,,
1782291600,29546.31,29570.940000000002,29481.440000000002,29536.06,,
1782295200,29536.06,29578.940000000002,29501.760000000002,29520.940000000002,,
1782298800,29520.940000000002,29592.440000000002,29461.760000000002,29588.56,,
1782302400,29588.56,29599.81,29479.56,29490.690000000002,,
1782306000,29490.690000000002,29568.710000000003,29290.010000000002,29411.760000000002,,
1782309600,29411.760000000002,29620.460000000003,29252.760000000002,29618.210000000003,,
1782313200,29618.210000000003,29634.59,29427.59,29483.460000000003,,
1782316800,29483.460000000003,29532.09,29323.210000000003,29333.710000000003,,
1782320400,29333.710000000003,29388.59,29092.59,29116.09,,
1782324000,29116.09,29290.59,29052.09,29072.710000000003,,
1782327600,29072.710000000003,29256.34,28991.84,29241.09,,
1782331200,29241.09,29884.31,29213.010000000002,29823.140000000003,,
1782338400,29823.140000000003,29904.940000000002,29783.940000000002,29788.81,,
1782342000,29788.81,29872.690000000002,29784.690000000002,29833.31,,
1782345600,29833.31,29839.56,29673.690000000002,29703.81,,
1782349200,29703.81,29768.31,29687.81,29735.190000000002,,
1782352800,29735.190000000002,29757.56,29662.06,29735.31,,
1782356400,29735.31,29781.690000000002,29718.260000000002,29770.81,,
1782360000,29770.81,29800.440000000002,29735.31,29777.56,,
1782363600,29777.56,29858.440000000002,29776.56,29825.940000000002,,
1782367200,29825.940000000002,29868.440000000002,29814.760000000002,29842.690000000002,,
1782370800,29842.690000000002,29923.56,29842.690000000002,29917.440000000002,,
1782374400,29917.440000000002,29955.06,29847.690000000002,29857.440000000002,,
